,text,target
7174,Yes yes yes! Thankyou @diva_zura  http://bit.ly/mNVcj    Now that is innovation.,1
7175,@GazDenA Haha - thanks man. Most of the filthy punk i listen to seems to be missing though... Studio tonight ,1
7176,"tried to fly, failed, got laughed at, danced in the road, jumped in front of moving cars. i'd say it's been a pretty eventful day.. lol. ",0
7177,so excited for the MTV Awards!!! YAY ,1
7178,@doronbd meeting with meating LOL  wassup man? Talk to me tomorrow ;),1
7179,"Wow, what a trading day  (Not personally, but courtesy Praks!)",1
7180,@casttro oh! You're like my student ,1
7181,@blakehealy http://twitpic.com/6crnm Very cute ,1
7182,@obamaster Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1
7183,@nico117 Everyone is buying new clothes for Vegas. Except me.  Those hoes in Vegas haven't even seen my old shit yet.,1
7184,@jbfanforever94 i'll follow you ,1
7185,"@Sharmi Yeah, I'm sure @nowamunkie would love to go there too. ",1
7186,"@MzDiamond72 Awesome, you too. Are you tony the tiger?   You have a grrrrrrrrreat weekend too!",1
7187,"guess i had to install safari 4 to install the java update, bed time, but i did finally get a boss kill in EQ2 full night ",0
7188,@ruis3rra ehhehehe thanks ,1
7189,"@InsaneXade Have fun! Playing with apps beats getting any real work done, right? ",1
7190,mmm I am sooo happy  &amp; wooow it's hot!! can't sleep :S,0
7191,@driller33 what...does that even mean fleabo!!? ,0
7192,"@Streyeder Yessss I'm glad someone else shares my animosity toward this woman.  We seem to get along pretty well, don't we?",1
7193,@killaseze yeah! Still got a great hook from it! ,1
7194,"@taalamacey I know right, that's why I didn't like the article- sticking up 4 the artists that move me- present company included ",0
7195,@andylevy p.s. i heart your face ,0
7196,"@psycht sorry, had to steal yours.  I definitely thought it yesterday though!!",0
7197,Let's go roger! Good morning to all ,1
7198,@NinaFunnell 's SMH articles: &quot;May contain traces of eloquence&quot; ,1
7199,CrazyV I miss you!! I wish you  have twitter accoount ,0
7200,@PandaDementia  WOOOOT!,1
7201,647 words into RPF big bang. My goal is to his 1k by tonight ,0
7202,"@tommcfly haha that would make things so much more convenient, wouldn't it? ",1
7203,check out www.youtube.co.uk/ducksong  you will enjoy ,1
7204,"Hmmm, it is time for my son to go to sleep. ",1
7205,On my way to wallys with my fave person ,1
7206,@WhatsOn_CT Hiya guys sorry but may I suggest changing your user or &quot;Full Name&quot;? At the mo it doesn't come up in &quot;Canterbury&quot; searches! ,1
7207,@lukemarsden aww bless  you guys are so cute.. are you still in touch with any of the other BB contestants? xxoo,0
7208,"@Jeffdc5 Grabbed it from Enagdget, going up soon. Ran with iTunes 8.2 first  But thanks for the head's up!",1
7209,The thing i love about being it the theatre industry.... People randomly breaking out into song. ,1
7210,@JustcallmeMac No worries. I've never been one for heaps of sleep ,0
7211,"went to his ex-school, the children are cute and adorable. haha, reminds me of my shildhood mem`ries. ",1
7212,@iLoveElleB I knowww! &quot;YAY&quot; for ussss ,1
7213,@kerryinholland http://twitpic.com/6tjcv - I love how cats are amused by the smallest of things ,1
7214,Wishing had some1 to listen to this with . . . one day   -- JoJo - 25 To Life http://bit.ly/Ir4eV,1
7215,@TAJ_Director OKAY...THANKS AGAIN TAJ ,1
7216,such a good surprise today ,1
7217,"@justineville nawh, i'm good w/ whatever theme. i don't need it to be stylized. just need a place for when i'm inspired. ",1
7218,@BlkSwrd wow! and here i am dying in the 70s ,1
7219,More thanks 4 #followfriday @workthatdog @pathfindersar @fun4fido and @barrie I'm honored to be on JB's team ,1
7220,@whatsupwally hahahaha I know!! Goood timesss  what are you doing tonight?!,1
7221,"Going to visit nana today, introducing her to her very 1st Slurpee ",0
7222,"@jmbeas not sure, skills matter uploaded those. anyway, you have direct links on my site so you don't need to search ",1
7223,"@monkeyguy3000 i like foreign films, actually eng subs works for me!! I like classics too  God there's so many similarities betn us ",1
7224,"First Temeraire book was *amazing*. ask me about my casting of the characters in my head. but now, bed.  ",1
7225,"@sarakgee  im not sur ehon, im coming with 2 more people, we have like 10 days. How bout ya'll come ot LA? ",1
7226,I'm watching Eternal Sunshine of the Spotless Mind right now AND I am one away from 200 followers!  -... http://tumblr.com/xft1m71gr,0
7227,@theclimbx3 I was in Stockholm ,0
7228,@pcumming We do have very attractive non refundable rates during the week-end... anyway have a wonderful stay in Geneva ,1
7229,@LiaWhiting  oláa!!!!!! vê lá isto www.ideafixa.com  ,1
7230,"Morning!  We've had 2 orders going to the USA today, unusual but very welcome   Hello American friends!",1
7231,@barryfrangipane http://twitpic.com/68p0v - Each one is little!  ,1
7232,"Hi Guys, will be here very much less than usual for the next 2-3 days. Datelines to meet for projects. Be missing you!  will reply u soon!",1
7233,"looved yesterday, such a nice daaay at the park ",1
7234,"@JonsBahamaMama Ohhh, ok you can keep her only if I can have some strawberry shortcake too!  ",1
7235,@dedee81 LMAO i think its ........AWESOME ASHELY SUNDAY lol ,1
7236,"@kkitty23 No worries, I think you should feel special always! ",0
7237,@Hatz94 &quot;the fray&quot; lyrics are AMAZING! ,1
7238,ohhhh jasmine is being so damn kinky right now i fuckin love it xD hahaha just kiddin ewww TWINCEST!! ,0
7239,"Maths over and done with, yayy! ",1
7240,Need a smile? Track down Dave Stewart &amp; Barbara Gaskin's version of &quot;Busy Doing Nothing&quot; ,1
7241,@jadeofjades www.youtube.com/watch?v=CyJvgnP9-vA sowwwwyy! U girls make me twisted all time ,1
7242,@Jezzy14 omg i know i cannot wait!!! i think the tickets come out at the end this month or the star of next month   x x,0
7243,"@webresident хуже, когда директора �?тудий не понимают разницы между проджектом и �?еил�?ом ",0
7244,I'm so sleepy I think I'm going to take a nap ,0
7245,Sometimes you must search yourself to find the answers you seek...thank you God ,1
7246,@happyhammer66 Perfect!!! Thank you so much ,1
7247,"@wilks LOL! Breaking a bone's next on the list ;P Will do mate, thanks ",1
7248,Get your URL on facebook asap   http://www.facebook.com/username/,0
7249,@blackfonzie was @painternik doing any hallucinatory drugs in SD? ;). Just wondering... ,1
7250,@_Yummi_ Hotel Party? Where? I wanna come! ,0
7251,Relaxing with a glass of wine and painting my toes! ,1
7252,@shanedawson Nice  My bday is july 18th and I'll be 21 as well :p,1
7253,one week left of school (this week) next week. finals! found out i dnt have a biology exam  thank god,0
7254,"@leecarter77 Back in 1977/78, I was directing nightly news for ABC in Peoria &amp; shooting stories during the day. Ah, those were the days! ",1
7255,@kimlw ahh!  the home party hosting has already begun ,1
7256,@alwaysrecycle i second that ,0
7257,@outofmemory01 okay thank you ,1
7258,@wonderwoman9197 hahaah.. I know I need to. Hey. I am about to call you girl friend.  Are ya free?,1
7259,"Roaming the floor today  I will need some company on here, it's not busy!",1
7260,gonna meet my previous officemates for our usual fishball/isaw foodtrip ,1
7261,ONE MORE DAY ,1
7262,really going to bed now. ,1
7263,@Courtnickles thanks! ,1
7264,Leadership dedication service in the Vines. I'll be moving from this year's East 11-3&amp;4 team :[ to next year's East 4-3&amp;4 team  #libertyu,1
7265,"Wanted to do so much today so why wouldn't it be raining. Ughh my luck. Bartending at eastcoast 5-close tonight, come by and say hello! ",0
7266,I'm going to the guitar center this evening and I'm wearing my rainboots! ,1
7267,"@carolrainbow Woody I like, wife says no ",1
7268,Cutting watermelon reminds me of Rachel  and it's a good one rach.,1
7269,"@LadyLucius Yeah, I gathered it was from an ep. Okay. I'll go with &quot;evolution&quot; then, HAHA. Easier to spot them now  Thanks!! On Ep. 3 now!",1
7270,cap'n crunchh after a long day makes everything okay ,1
7271,@ravinaw awww...you know your baby is now stuck with that nick name ,1
7272,@cramirez329 go on monday night to grad party.. we'll take a pic there ,1
7273,"@AcrossTheSkies Help? Here's my method, it might be useful: http://www.twitpic.com/7d8mo ",0
7274,@CaitlinMack do you think that something devious is going on with the pic? is there a good conspiracy? ,1
7275,tomorrow is june. this makes me happy ,1
7276,We're going Binkie-free during the day. Wish us luck ,1
7277,"@shustonphotos never a dull moment. If they weren't hungry they were fighting, if they weren't fighting they were eating! Eating again. ",0
7278,@zackalltimelow i completely agree with you  best thing i've heard all day!,1
7279,"@emmzalmighty im from Queenslan, Austraila, wbu ",1
7280,@Padraig Downloaded #dublinbus to check out the Twitter integration. Very cool! ,1
7281,I am taking that as a sign ,0
7282,@strangetymes you would be a hater  #andyhurleyday,1
7283,"what do they use if it appears on the tweets like: twiterfon, twitterdeck, twitteriffic, ubertwitter, etc?  just curious. ",1
7284,He's a cutie  @boozhetto,1
7285,"Inlove with my new roscoes attire:] and the hawt punker kids. Tonight was a success, the waffles tasted like heaven ",1
7286,@omnibarton Are those Totino's pizza rolls by chance? ,0
7287,@unpolishedgem have fun at LIFEgame.. enjoy the free aircon ,1
7288,@MabelleK I'M TIRED TOO!! I HOPE U HAVE A REALLY GOOD KNIGHT!!! SWEET JORDAN DREAMS!!! ,1
7289,@YossiBelkin haha. bet you wont do that again ,0
7290,Thaking the kids to the circus! I love my life! ,1
7291,i'm jealous of nadia. goin to meet sexy welsh boys! she might be getting me an autograph though cos shes BUFFTINGZ  ilher,1
7292,Finally started playing guitar. My teacher? Youtube ,1
7293,"Booked myself a flight to Iceland - never been, going by myself.. will just roll with it and see what happens ",1
7294,@Jessicatoves cause im coughing ,0
7295,@samJtwit I know. I just thought it was a funny tweet ,1
7296,OMG &quot;The Girls Room&quot; is too funny  I LIKE EGGSS. ROFLMAo.,1
7297,@ekcragg Great idea! ,1
7298,SUMMER TWEET SALE: Get a custom Twitter layout ($74) for ONLY $47  ! Till FRIDAY only! Message me if interested!,0
7299,@_CrC_ Rock it out! ,1
7300,@ANGiExcoco3 hay wats ur AIM? we should chat ,1
7301,Burn a Muslim is a pencil necked geek ,1
7302,Blowing this popsicle stand... Double date tonight and hopefully pool time tomorrow! ,1
7303,so nice out ,1
7304,@jaczi thank you ,1
7305,@jeanettejoy I am so enjoying the cool weather today in So Cal cause I know in two weeks it will be HOT til october.  #tcot,0
7306,Chatting on the OFC...Good times. ,1
7307,Sleep time. Let's hope tomorrow is a good day! ,1
7308,"@d0rksta I just grabbed that silver one the other day. I've been wearing white for the last month. But yeah do it, try it on me ",0
7309,@yashrg May you both hear each other with grace ,1
7310,woo first time voting! ,1
7311,"@ali_gator13 Thanx  get some rest too, its too late for you lol",1
7312,Like i said... - i will bum it out on various days this summer. …and today was one of them.  http://tumblr.com/xdu2237pw,1
7313,"@Ryankfm @RichardHardiman I would so pay to watch that - in dresses, of course! Can do it for charity!  &quot;Hi, my name is Charity&quot; ",1
7314,@LoriBartolozzi @daw69 She better be dragging me behind her in the dust ,1
7315,"@rissaleewhis  Haha, i was typing out a reply to him. saying you were up for it. then i realised you cant really if you're in america ",1
7316,Ugh...I don't feel good. Bout to call it a night. Sweet dreams twitts ,0
7317,Charging this thing. Oh and yes I am still gonna study  school tomorrow,0
7318,All vids are online!  Yay ^^ Happiness,1
7319,@Peterext I can see why they're so well liked ,1
7320,I love juice boxes! ,1
7321,On the 7 train..on my way to do my hair ,0
7322,"@roybragg lol, and that's not a cliche &quot;lol&quot; I really laughed loudly at that one. Good ol' Nan ",1
7323,french dinner with the crew  yuuum,1
7324,"@Jo_x_Harvelle Yeah, I know. ",1
7325,@Rogues_Gallery you has to go on disqus and set it up ,0
7326,finally at home! and by the way...hi nordlysjenta thanks for following  wie gehts? ;),1
7327,@marlissasonia gai li jak. i want to go kl tooo. xpa xpa. ujong taun. SALE ,0
7328,In the spillway with Jason and Dustin crabbing ,1
7329,thinks ty and his donuts are gross! goodnighttt ,0
7330,@leonardocsouza dying to give her a hug ,1
7331,@MzKellyBaby oh nice. im from australia.. yeah lol long ass way from u!! but im going to Miami next year for my exchange year.. UMiami ,1
7332,Off to the boyfriends … soo ready for this weekend ,1
7333,"@stevemachin Yup, that's right. Just £5pcm (as per the T&amp;Cs on http://icanhaz.com/getspinvox) ",1
7334,A colleague of mine told me that he thought online education was altruistic! Wow! ,1
7335,@Close2anangel Youre adorable! ,1
7336,"@sarahabauer humm, you should just borrow one from a friend! Im sure you'll learn in no time ",1
7337,"@Teifion - awesome  ill see how it goes with tweetie, ill probably go back...",0
7338,10 DAYs !!  ♡ can't wait . .,1
7339,"BTW, Vancouver doesn't look at all like here.  Buildings in episode far too nice. Extras in outdoor crowd scenes far too whitebread. ",0
7340,"at tonight's show there was suddenly magic in the air: great venue, great crowd and we did okay as well I guess... ",1
7341,Landed in boston an hour early - this fun ,1
7342,@IanRobinson test your webcam ,1
7343,@TrinaMLee Life has been good to me over the last week or so. LOL Now If I can just get this space story going where it needs to go. ,1
7344,@theelfinpoet Thank you!  Sending smiles your way today --- !! #followfriday,1
7345,"@booktavern So if I'm white and only like one or two things on that list, what does that mean? ",0
7346,@alieeex ...digital camera it does the same job as the power shot ones its just more portable(?) and less expensive ,1
7347,Ooh it's on again  guilty pleasure.,0
7348,Letina has been taken out to get her vital supplies - valium and credit!  and has spent the rest of the day relaxing with my cat...  xxx,1
7349,@mringlein Hopefully you remember meeting ME last night. Because I'm unforgettable. ,1
7350,"@taylorswift13 that was a very entertaining few minutes spent reading that, i recorded the today show as soon as i heard you were on it ",1
7351,"@m_dot_reilly not all women are evil/devils! Just most of us ;) and cheer up, put a smile on ",1
7352,"@THEDIAMONDCOACH  In my business, it's very personal and that's the way I like it! I love my clients like they're my family! ",1
7353,eating sushi ,1
7354,"@jennybee with @sizemore's tweets, context is everything  http://twitpic.com/55dlw",1
7355,@hchybinski - ears that work would be better ,1
7356,"What a productive day I have had, and now glad to be home with my beautiful daughters ",1
7357,@ktoint83 you should watch 8 out of ten cats! soo funny  x,1
7358,@OsmentEmily Helloooooo  Are you in England next week for the HM premiere? x,1
7359,Sunday Bloody Sunday instantly makes me think of being in California.. ,0
7360,Listening: Basement Jaxx &quot;Fly Life (Cajmere Green Velvet  Mix)... Always dig his work.   http://tinyurl.com/nsylrg,1
7361,i might now have to go to welcome week because its mainly for freshman! but i do have band camp that week!  its bad that makes me happy!,0
7362,Waiting for curry. ,1
7363,@Vivibby Thanks girl.  Yeah....I love those ladies.   Betty LaVette could sing the alphabet and have me in tears.  ,1
7364,finally has music on her ipod ,1
7365,Today it will be great because its Svenja's  14th Birthday   No actually is her Birthday Party  but its will be funny too  Paaarty !!,1
7366,On my first lunch date with my little girl. She's been wide awake all morning til now. Oh well ,0
7367,"@lynxdaemonskye I did it  I also let them know I'd referred my sister, but they probably won't accept it unless it's from her? We'll see!",1
7368,"@ghostJago ty  - sadly, I did not, I got it off some free twitter layout thing",1
7369,@pinpoint_uk Slam dunks going to be rad. come see me at the wato merch desk   (pinpoint live &gt; http://ustre.am/2wLS),0
7370,"What a good sport, Faber is so professional...Great guy  He WILL b back!",0
7371,"Wow, go get her Brenda Johnson.  #Closer .. Don't trust the wife.. Anyone else?",1
7372,"I'm off to bed, been a long day! sweet dreams ",1
7373,"@mechta Hehe, exactly... Twilight... New Moon... it's great to see anything Twilight related! YAY! ",1
7374,@JSharpCurtis iPhone ,1
7375,oi followers!!! e aí? ,1
7376,@peta2 easy and fun! ,1
7377,@stayrock i absolutely LOVE you guys' ep. ,0
7378,Havin a drank. Chillin ,1
7379,@Aartjan Je weet het: great minds think and work alike! ,1
7380,whoo. excercise. ,1
7381,http://twitpic.com/55nl9 - Ma's back in town  -my pillar of strength and Pageez -my special kind of double,1
7382,@misspthev oh no problem!! You have a fire personality so I actually enjoy keeping up with you. ,1
7383,"@geekgirl444 - '10-4', it's good to have clear 'ground rules' ... ",1
7384,"@ani_trip Yay, you're almost out of the evilness that is Montana  Making good time!",1
7385,sorry but it had to be done  ? http://blip.fm/~4mkei,0
7386,..wow its hott here in CANADA!!! Wish the lake would hurry &amp; warm up.. UGH! Need to go swim! ,0
7387,sorry lol I'm freaking out right now LMAO ,0
7388,"is for some reason, content and happy ",1
7389,make sure you write a message and thanks for following me everyone ,1
7390,This song makes me want to cry  Such a good song! ? http://blip.fm/~5ikl9,1
7391,@itsthursday wow..... okay continue with your fun then  I'm logging off....,1
7392,"@stfallen what, wear them on his fists? ",1
7393,@officialchace I love u Chace Crawford! Ur the BEST! ,1
7394,@bookworm71 but there you are beautiful as ever ,1
7395,"@gayadesign Doing really good, working on a large component that I can't wait to show off. I'll let you know when it launches  How is FYC?",1
7396,@Doubledown_InSL haha @OneHeadlightInk gave them a makeover ,1
7397,"@aplusk You can have everything you want in life, if you will just help enough other people get what they want. ",1
7398,@saalon LOL  &quot;on the twitter&quot; that's great...,1
7399,I'm thoroughly convinced that a good cold glass of chocolate milk is a cure-all ,0
7400,"Just with my sis at home. Watching dvds together. And, good afternoon twitter ",1
7401,cutielouise http://bit.ly/14L1Q1 : just curious to see what colour mr fantastics pencil case is!  ,1
7402,is twittering ,0
7403,"Rotten poems are kind of fun to make... Well, that's if you're not going to show it to other people.  Let's face it, I am not a poet.",0
7404,"@xenobula Going to be a good year  I doubt SC2 will be this year. Every year, same thing.",0
7405,@wesayso yeuch: what a thought ,0
7406,@tweet2morrow O right!  Now I remember...and I can take notes on The Show if you'd like. ,1
7407,@akbar : Thank you. . ur consistent encouragements inspires me to do similiar things in future.. good sense of humor ,1
7408,new here ,1
7409,@Nicoooyo yeah i know but what ever. hes throwing his life away any ways. so ill let him take what ever skanks he wants down with him ,0
7410,Morning Campers! What a beautiful day it is once again today...we start our useless end of year tests later....cba ,0
7411,http://twitpic.com/6mb9q - someone wants to prove he can eat more than me ,0
7412,hey @wordhealys (Ed) I added you on Facebook! ,1
7413,@photobucket Thanks for the Yahoo app link!  =jb=,1
7414,It's Monday. yay. at least it's not raining....yet ,0
7415,"AND i got my report card today and i raised my numbers on math, swedish, french (whattt!?) and english. yay me ",1
7416,"good luck in house hunting mystic  good to see you fanta, missed you   x",1
7417,vote for miley for the movie awards tonight! ,1
7418,@KimGuanzon ha! you are way ahead of me... I'm still charging batteries  #beatthesun,0
7419,"God, i lOVE quizzes. when i get my phone im gonna be on it 24/7 doing facebook quizzes. ",0
7420,@Emmama Ohhhhhhhh I know that place. It's not too bad. You should have stayed in the Marriott! It's like 2 mins away from me ,0
7421,@alexsheppard Yea there is but i thought we were all too old to play it  Brings back some childhood memories thinking about it though lol,0
7422,@hopeinhell Er...we all have breasts.  Just some are bigger than others ,1
7423,@myclue @yyliew yay! get some dice ,1
7424,@iB3nji haha go for it - ill enjoy it for sure! ,1
7425,LOVED THE TONY'S! BROADWAY MAKES MY LIFE! ,1
7426,is holding my own personal copy of DFTBA vol. 1 ,0
7427,So excited that the new season of army wives comes on tonight! But def goin to have to flip back and forth btw the game! Go Lakers ,1
7428,how to tick people off  http://bit.ly/14aXf #nuts #verrückt #wahnsinn #insane,1
7429,6 yds of bright orange afrikan print fabric and a lb of shea butter = $22 well spent ,1
7430,Home safe and sound.  phew!,1
7431,@scottishchris I pinched it from Monty Python  Sadly I have neither hovercraft nor eels.,0
7432,@tyoung11 work it girl ,0
7433,@MRCOMMODORE thanks! ,1
7434,Going to sleeeeep. Sweeeeet dreams twittererers. ,0
7435,@LMRB texas is calling us  we need to get 5* somehow,1
7436,@shiraabel just voted ,1
7437,work was pretty good wishing there was something to do lol get to sleep in tmrw ,1
7438,@karinb_za dont know yet...my mate wants me to go on a blind date....ahhh...thats desperation ,0
7439,@cassieroma in october! to get married! all very exciting! can't wait to see my family. sounds like u having a fab time back home  ,1
7440,That Girl... done  My fingers hurt. And I just noticed... it's REALLY early. Why am I awake?,0
7441,@heatherdamico The episodes of Conan i've seen he certainly seems to be the crazier one. ,0
7442,MARY- gutan wuhh? o_O CARA- LMAO HI!  ROSE- good  DUCKY- helloooo!,1
7443,@SETXtweetup okay thank you very much! ,1
7444,Yay! Found @stormdevil a tennis ball on the beach. He prefers used ones that smell like other buddies over amy new ones I get him ,1
7445,@AmyJacobs radio talk show host/funny gal Stephanie Miller. infotainment w/real news/opinion. L I B E R A L. ,1
7446,@StasiaFrazier no prob. thanks for the support! ,1
7447,@lexigeek Glad I could help! ,1
7448,Watching one of her favorite movies with her cousins called Hot Chick ,1
7449,@Alegrya mrs wolfcat has expressly banned me from both the washing machine and dryer.. I call that win win myself ,1
7450,@cazm check it out here: http://www.doyoupoken.com - I think it would be awesome for the next BarcampLondon ,1
7451,hello @Tiaradewanti ,1
7452,@deathnote888 salamat sa encouragement! It really means a lot! ,0
7453,@deadheadland Right on--right on  www.myspace.com/darkstarcrashes13,1
7454,"I'm gunna finish C4, only got like 5 pages left I think and then tidy my room. My treat for doing C4 can be compiling my birthday list ",0
7455,@jonasbrothers paranoid.. DUH. ,1
7456,@stonesimon It's not the battery it's the charger- they're really badly made. I've complained to Apple and I'm awaiting a return e-mail ,0
7457,"Hey, how bout you marry me? - brittanyotter: your suppose to marry me remember hhahahahah  http://tumblr.com/x5a1uausc",1
7458,what a Beautifully Splendid Day  I am veryy happy ,1
7459,@pouletforsale ...You were the first person who mentioned this &quot;twitter thingy&quot; .. lol.. yup..i'm here finally ,1
7460,Starting Thursday morning off with a little &quot;Surfer Girl&quot; remake... countdown to the weekend  ? http://blip.fm/~6954f,0
7461,"@notytony Footage, yes. Slip of the pun, I think. ",1
7462,"so ready to go home from work, it's friday and I need my weekend! ",0
7463,@Nisanne Lucky you  That sounds fun - are you all set to make something?,0
7464,is entertained by the man explaining what a palindrome is to his wife only to get distracted by her purse. He's now admiring it. ,0
7465,@cjmgrafx I used EJ just to get the first bit but all the number crunching got me and I asked other prot palis I'll answer is ya have any ,0
7466,"@shefaly Ah yes, the negative externality fear. ",1
7467,on cloud9 right now ,0
7468,I'm feeling loads better today than I was for the past few days.  I'm going to hang with a friend today.  How cool is that?  ,0
7469,I'd do anything just to hold you in my arms ,0
7470,@1capplegate congrats! an official ubertwitter! you will be an expert before the  weekend is done ! ,1
7471,is having pancakes with twitter and msn ,1
7472,"@dominichulinda I love shimmer on the lips, too! thank you for following hun  .",1
7473,"To Chii - It's the GA Renaissance Festival, it's in Fairburn which is North of Atlanta. ",1
7474,@Killaya  thanks! And you too!,1
7475,browsing www.mysandbox.com  i think it's cool! ,1
7476,"@Destini41 Morning Destini, Have a safe trip tomorrow and enjoy your time with the Goddess.  Can,t wait to see the pics ",1
7477,I literally in holiday mood already ,0
7478,i wish someone would come round and like .. be awesome ,0
7479,"@brampitoyo yes yes, but there's a little part in a song that sounds cabaret-ish to me. Perhaps just my interpretation. ",1
7480,is looking forward to dinner with friends ,1
7481,Woohoo.. The Da Vinci Code on Pro7 this evening  #OTR,0
7482,Grandma's homemade soup! Love you so much ,1
7483,"@HuntingLife Sounds good. I like em for breakfast, fried with gravy made in the same skillet, w/some bacon and skillet toast or biscuits ",1
7484,@rawchelle haha innisfil  have fun @ wasaga boo!,1
7485,omg is just went mingle again im so happy ,0
7486,Field day on the pm shift.   Should be fun!  Great day for it!  Will keep you posted.  ,1
7487,"Shave, shover, and then to a hotel seminar. Nice windy day in Oslo ",1
7488,but roberta or whatev is hotter and stuff :p  Doctorrrrr who tonight ,1
7489,@WomenCan Good Night ,1
7490,@mversion I've been pulled out of the freezers at safeway in Deer Park by the calves dude. I get the child to lean in and grab stuff now ,0
7491,"i don't know what to feel. but i guess i'll be happy cause MARIA is such a fighter! however, rafa  i'm so upset about him. vika ",0
7492,"@shelly71 I have a final interview tomorrow!! It's at 11am, so fingers crossed!!! ",0
7493,@richberra CONGRATULATIONS!  I hope it goes well and everyone is healthy and happy ,1
7494,Eating lunch  i was so hungry!,1
7495,@2nihon Thank you! ,1
7496,right back at ya...but not the beautiful or miss part    i'm sure ur celebration was extended and extensive ...lol,1
7497,For more ASEUM 2K9 Updates check our blog at http://aseum09.wordpress.com/. ,1
7498,@musiclove18 yea!  i loveeee NYC lol. i want to live there when i'm older..but it would be so exspansive!,1
7499,I made a Twitter ,1
7500,Can't listen to @depechemode's 'Can't Get Enough' without visions of The Saturdays'! ,1
7501,Back from having a very yummy lunch ,1
7502,"ugh SATs are going to SUCK, but relay for life after ",0
7503,"@marktkenny You wrote &quot;Everyone stereotypes...&quot; No, everyone doesn't. Sorry, former English teacher &amp; logical fallacies catch my eye. ",0
7504,@TracyATL N/M... just saw her post about it. Thanks for the kind words and plug ,1
7505,Sat watching jeremy kyle at da mo people! Sorting out my suitcase  think i need some bright clothes,0
7506,had a very nice day! ,1
7507,"@AllyAyr hmmm, but still better to have quality ",0
7508,@hellonhairylegs I don't think anyone is ,0
7509,@cait2009 sure thing ,1
7510,@OperationA Hey!!! ,1
7511,"@anitarundell Wow, I've received a trilogy of LOL's from you two. sigh ",0
7512,"finals this week. &gt;:/, ground zero on fridy ",1
7513,Playin' with Smugmug Pro.  ,1
7514,@bobbyedner That would be Zero ,1
7515,@pocketpenny hahaha that definitely made me lol ,1
7516,sorry.... Orlando has already been given their instructions from david stern 2 bow out gracefully  @therunners,0
7517,"@djlittle  Sorry my twitter is slow today so have already drank both! Otherwise you could have had one, honest!",0
7518,@easymorninrebel please  your have to ask mother tho xx,1
7519,@ashoree don't forget what I told you ,1
7520,Daily photo of my baby.  http://twitpic.com/4hbk6,0
7521,@herbisorbis  I use just a pinch of it in about everything I cook. Though it's especially delicious in baking.,0
7522,Q's was fun last night...the Crypt was playing good music and there were enough interesting people to keep my attention. ,1
7523,"up and at em on this fine sunday morning, saw Wolverine last night, it was sick as hell! now just chillin playin my game  coffee mm",0
7524,@JacksonCJ1 Thanks for the love on Follow friday sweetie!   I hope you are having a great weekend so far! ,1
7525,@Uwila no prob...It's hard to keep up sometimes. I will! When I went I was in Turn 2 ,0
7526,a great R&amp;B mix by Carlsberg(?! love those streetfest freebies!) is movin my player now  how r u? @Meryl333,1
7527,@dnt_wory I'm going to the beach tonight! ,1
7528,Doing our nails in different colors with @dizzygal and Abegail ,1
7529,"@mileycyrus http://twitpic.com/6shtr - Every day I'm amazed, I admire you! I wanna be like you  Beautiful picture Miley!! really ",1
7530,LVATT is a trending topic woohoo.  I can't stop listening to it ,0
7531,"Tmrrw morning 5:30-6:30am men come 2the weekly prayer meeting, @ Hillsong Chapel Hills its just getting better everytime we get together! ",1
7532,"@icechai Hope you had fun in LA! See you in NYC soon, I hope ",1
7533,Went to the moon ,1
7534,Starcraft 2 confirmed by the end of 2009 ,0
7535,http://twitpic.com/61gb0 - from: Silence of the Lambs  &quot;It rubs the lotion on it's skin or else it gets the hose again...&quot;,1
7536,@Descending yeah cheers  I desrve one for being so lovely ,1
7537,"extremely cold, and its not even winter, must get ready to go laptop shopping ",0
7538,@joshuabaker very nice photo mate ,1
7539,@nagham I've been up and working since 8:30 ,0
7540,"daca nu esti hedonist, ce sens are sa mai traiesti?!?! you can quote me on that  ",1
7541,YESTURDAY WAS MY B-DAY TODAY IM SOOO TIRED I JUST GOT UP AND I HAVEE TO GO TO FREAKEN SCHOOL... OHH WELL I GET TO SEE MY FRIENDZZ ,0
7542,Husband and wife both trying to cook in the kitchen does not work. I have left him to it and enjoying a glass of wine ,0
7543,The Bad News: our clothes washer died (it's 17 years old).  The Good News: we're buying a new clothes washer today to help the economy ,0
7544,@ninnoart ...gather my creativity.  ,0
7545,Read my bio  IT'S TRUE PPL!,0
7546,@HaleyRobyn i love you ,1
7547,"@iiKrisii Glad you liked the song! Have an awesome #chuck playlist from @ForeverSaga, will send you the link when i get home. ",1
7548,"With melo and jacks, ",1
7549,#FollowFriday @AmericanWomannn @MissBeckala @GinaATL @LoriMoreno - These ladies make me smile ,1
7550,out to get new issue of girlfriend ,1
7551,Family guy marathon! Get in! ,1
7552,hey @wulaaaan thnks fr following ,1
7553,The Sims 3 tomorrow! ,0
7554,is leaving the office now.  Hello home!,0
7555,@CandaceKuss I caught a glimpse of Bo on Friday ,1
7556,with edawg ,1
7557, Samsung N120 review #Geek #WebTech #News http://tinyurl.com/lkwoqn,1
7558,@EvilNanny Yaaaaaay working ,0
7559,@sevgli Hey you!!  I think Nico left.,0
7560,@m_callahan WHAT WHATT!  congrats on graduation [soon],1
7561,@i_Robyn ty for the link ,1
