,target,text
958609,1,@stefant the dragon's still there? 
870510,1,Up early on Sat morn'! Bout to fix myself sum breakfast n then to Gym 
1515292,1,Don't remember the last time I got walked home.  even tho I ain't home lol
1148256,1,nearly finished typing then all i have to do is email it N im done.. 
1466263,1,@AFCMentoring Gotta love ebay! I sell collectibles 
1451182,1,"@kevindixie Happy Birthday young man, hope you have a great day. All the best from us lot "
1104770,1,Just got home. No sleep. Busy day. Twitching leg. Grad party. Shit! 
1557260,1,"wow, i have not been on twitter for a while! Hello again. "
1355147,1,@TheEllenShow watching Kellie sing right now 
1227252,1,@valdltdhq hahaha glad to know everyones ok  hehe that makes me laugh
862381,1,@karlasand THNX! glad u dig the R&amp;J  PeAcE On EaRtH! JT
923364,1,"but whatevs, i love the damn song - and the sugar free fairie brought me my diet coke "
1394509,1,good morning twitter. I realized last night both my parents hate me 
1063609,1,"@lbuchele Ha! no , I didn't hear it.  Thanks so much for the meeting. Went great! Just back in Eugene and having some @CafeYumm."
1306551,1,star trek was good. 
1342878,1,Jessica I love him he's David number 2 and it's 402 posts now  mad
1182608,1,@Ben_Hall code compiles much better on post it notes though 
870537,1,"Nawww, my house is full of cuties "
1315626,1,"@iMissC_nd_B forget about them, they are fucking bitches "
1564475,1,@g_willow There may be a statistic out there somewhere about how many good books are bought by fellow broke comic book people 
847732,1,"It's a cold, dark, rainy Monday &amp; this song makes me happy.  The Foundations &quot;Build Me Up Buttercup&quot; ? http://twt.fm/65095 #musicmonday"
884766,1,Jason Mraz - I'm yours.. uaah love this song 
1221151,1,@giannasmiley sure  ~ whats up!
1393696,1,"@KayDeeFortuin Haha.. hopefully he won't read this, but I think the Jonas Brothers are totally cute! "
1155022,1,Pretty alright though 
802261,1,Morning Everyone 
888784,1,@AlastairHW the health option for lunch  I am very jealous
1008713,1,"@lonkay scratch that, I am going home right now  fooood here I come!"
1231228,1,@Raquita So... feverish-like? 
1328931,1,@isewcute Congratulations!  x
1294144,1,Im Tired  Goodnight Twitter.
1489081,1,"just got done planting (in the ground) 4 sunflower plants that Clay grew from seed, and a hydrangea  Yeay, Earth!"
883873,1,Walking 20 miles today.  Seems like a good idea since i have 5 months to get UNFAT!  Yayy 5 months 
1137353,1,@Uncle_Trav... Lol... Well we @ItsLaurenBaby.. will have to come up with something else.. 
1057285,1,@SethApper I know right? LOL See you tonight. 
1584049,1,I have a babelas... ! good night out.. 
907925,1,@MizFitOnline I agree. I danced with my dad to &quot;Kind &amp; Generous&quot; at my wedding. HUGE fan. 
1468411,1,"close your eyes, escape this town for a little while owww =( "
1373602,1,Do you know your enemyy ? Well gottaa know the enemyy riightt ? 
1572009,1,@djmassacre_x woot! aww thank you so much! I loved him already from his debut in 30!  good luck writing girrrll!
1407607,1,is on the Jacksonville Poker Run with Statement! What an AMAZING ride at 126 mph on water 
983776,1,@euphoriclife http://twitpic.com/5f3c8 - You're beautiful 
1328816,1,"I've asked Google, if it's legal to use maps in embed? They said &quot;yes&quot;, So embeds will came with dynamic maps as well.  Back to work..."
901389,1,"@rahulgoyal1986 Well I will be making beds, creating noise &amp; cleaning cleaning all day long.  With music &amp; a smile  x"
1274251,1,@mysehnsucht That might just work! Let's hope your playlist gods stay awake and attentive! 
862799,1,@monicafrancesca go fran hhhmmm  we want to see gino in a drag
1516677,1,The Internet finally re-works 
1138281,1,watching the Magic win 
1409456,1,"You know how I love HBR, right?  &quot;Twitter's Ten Rules For Radical Innovators&quot; http://tr.im/nE3l (READ UP!)"
1232300,1,"Will go to Diliman tomorrow for registration, yey. "
921519,1,HAPPY MOTHER'S DAY CARYN!  I LOVE YOU! 
1547607,1,@kikarose I know the feeling. Search is my friend. 
1298442,1,No college today 
1453247,1,Good night ppl 
1194418,1,@baditz17 Good morning! 
882233,1,@RoveOnline Just sent my vote away  Hope ya win
1232528,1,@rawrgh hello random friend that I know not of  -waves extatically-
1449044,1,I love my friends so much. It is currently my dream to be able to live with them. 
1369843,1,Just finished HP 4. I had forgotten how good the movie was 
1190787,1,Testing out lawn chairs in walmart 
940536,1,@rustycharm Yay! I'm honoured 
1195123,1,@RocketMinx i was happy during the day  but its tooooo hot in my house now
1364095,1,@kylawhite theres a black light party tonight  you two should come. text me if you want info
1123859,1,"watching made, then megan is gonna come over, and we are gonna watch taken on tv. "
1389470,1,"today i spend day with my son, we are splitted... so i meet him 1 day in week... i'm glad to see him growing up "
847253,1,"Good morning all  It was a busy weekend, and looks to be a busy week as well."
1508351,1,Yupp you should always forgive but you don't have condone their unacceptable behavior. 
1422881,1,@renatatorres Bom show 
1002369,1,Good morning to ALL  ? http://blip.fm/~6subv
1505095,1,pilates in the morning with my mom 
1476204,1,At the bubble house again 
1498478,1,@FunkyValentine Morning! Long time no tweet..... 
839392,1,@LauraxOz yep! for about a year. thanks! i can also play thats just the way we roll.  haha.
807378,1,@JoanneRK Ah so @michaelgrainger is a gentle subtle flirt. I shudder to think what I am ... LOL so funny 
1379202,1,"I just realized that I don't have a &amp;#Y^(! anymore. Who should be my (#)@()? Do I still need it? Anyway, you guys are the best! "
1209322,1,@melleboo1 just did my perm now lookin slick lol 
1404692,1,@fozzyfan_now I'm good.  How are you?
909428,1,Catching up on 2 weeks of LOST and Grey's!!    House is quiet again.
1163311,1,&quot;Clean Up National Tv&quot; Muhahaha! 
1275385,1,"@UA86 Summer! And the gang's all here! We got green grass, red hots, and ICE COLD BEER!!!  "
1468484,1,heading out with the sisters and neice   
1230507,1,@Rhea_C attempted all the ones i was confident with but i didnt even bother answering some of them lols 
1283834,1,@trina_tr0n I'm a mog half man half dog.. I'm my own best friend!! 
1252529,1,Roxanne needs to watch the videooo ! Loll 
1054870,1,"Hopefully getting Stereo Skyline tickets, I'm super excited.  "
1169929,1,@melsad// don't worry Mr. Right will come along soon. God already has it all taken care of! 
905756,1,@JessicaKnows @bethenny I have one fastsmallballbuster'y question. &amp; I promise not to weirdherout w/the fact it MAY be on my visionboard 
1216550,1,"@To_The_Moon My cat thinks he's a dog, he grew up playing with my 2 dogs! He was eating cheese with me earlier ! Sleeps all day with me! "
971892,1,thinks benadryl makes me feel like a zombie... and is happy to have internet at my house - courtesy of my landlord. 
1484877,1,"@taralou88 I vaguely remember some references to her... she's just explained she wants revenge on Justin though, eep. Thank you "
1463691,1,@joyofmoose Cool thanks! 
1590427,1,"@Jason_Cobb á Streatham ;) en only for feminine countries, á for cities and places  français, ce n'est pas facile, non!?"
1116722,1,Hmmm...today is a comfy hoodie day! 
925992,1,Mother's Day.  Get to go do laundry woo hoo.  Yesterday I met Marq Torien of the Bullet Boys and Marty Casey of LA Guns.  That was cool 
1047306,1,thank goodness i bullshitted my way through them 
1429101,1,"@Elphabarocks01 Honey - men suck. Well, MOST men suck. Hang in there "
1355291,1,@ElizabethSigns @Mom_17 @Upstatemomof3  thank you for the potty training advice 
973262,1,@dmurawski well don't graduates leave sooner..you guys are way behind compared to us. We graduated last Friday. 
1589975,1,Medical assisting internship 830-5PM then going riding 630 PM txt me 
1109790,1,has her new phone now!! same number though dont worry 
1234344,1,"@dayglotm Nahh mines being chill for once, just looks like a lobster  MR CRABS!"
1335112,1,I am now going to parliment on the 9th June!!  
1317577,1,"@s3an_looi .. from the Christmas party. We gave them sweets, food, toys, etc. and they were so happy. "
911195,1,The power is out! I can't seeeeeeee!!  I love storms!
1433580,1,Sleepy time for Ashley!  zzzzzzzZZzzzzzZzZzzzzzzzzZZZzzzzzz
1302526,1,@lesliehorna oh lol! yeah  glad the world of Twitter comes together so nicely for you and @ksporrer to find each other here!
1041473,1,is feeling really happy 
1082712,1,@greasyfungus dude ive been whoring him out for the last 24 hours on here LOL he's made lots of friends 
1343004,1,"@alishaxVAMP: welll, i beg to differ, but of course, that's just me. oh wait, ALISHAA!?!?! YOU GET DRUNK?!?! haha. "
1508751,1,thanks for one awesome day. pool party bonfire and many memories are priceless. 
1019836,1,@LaurenRinaudo is it a diff DJ than the one you had originally talked to? hey we should make those special girls VIP 
1108631,1,@NataschaArtworx sounds good to me 
1311286,1,that video i just posted was pretty funny..still laughing 
1293403,1,@iEhab I believe you will find more channels prodcasting it than sports channels in League Days  #Obama #Egypt (@sadekhm)  %
1250765,1,my finger hurts 
1373545,1,@jonasbrothers go to www.youtube.com/katiemartin09 &amp; watch my video for the LVTT album 
1431623,1,"@wnba w00t w00t , lets gooo  atlanta lets gooo  hoot hoot . D im watching it right now are you ? who is incharge of wnba twitter btw?"
1528012,1,@KirrillyW Goodnight 
1303277,1,is so on my janet jackson right now! 
1375571,1,Thanks for the award @navdha  #TheOhAwards
1188631,1,"i hate this, but im officially done "
1582165,1,Going to study some more. See you all later! 
1494511,1,Sign up! Free $125 ! Guaranteed! And I'll Help You Personally Make Money Online From Home FREE  http://www.EarnForFree.info
820692,1,is getting ready to invade KKG's formal...bahahaha!  &lt;3 my Leah!
1440982,1,@talissalove nooo it was that black bean and sour cream burrito you gave me from baja fresh  iwant one....
1330127,1,"@Koppite4004 I heard Terminator isn't that good, but I always like to see these things for myself!  "
821159,1,"Run was good. Heading off to Aids Thrift to find unique vase and maybe some new wine glasses. Reduce, Reuse, Recycle. "
1448478,1,No offense taken if you don't wanna join the #SpyMaster game. AND... You're welcome to join even if I didn't bug u with an invite! 
819728,1,"Kelsey, where have you been? i havent seen a tweet from you in a long time....love you "
836106,1,Had a lovely day with my boys in the garden. Oh to be young 
851009,1,@teratuten she's a cute pain in the butt! she likes to get up every 1-3 hours during the night  Today is her first doctor's appt.
1034762,1,"@jennawrites You sure are both!  Just went to your site, I'll be buying your book for sure!  I admire all the work you have accomplished "
1383153,1,"just got 87% in test, lol I'm so happy "
1189217,1,@jason_mraz please come to BRAZIL 
1456580,1,"I am disappointed in the lack of photos on Twitter :p at work atm, home soon "
1319314,1,@juhaniemi again?  Having business meetings? What ever you are doing there have a blessed trip!
1307619,1,@TheRealClint I LOVE that one  @KevinRay
1571369,1,is working on his resume and portfolio and stuff! 
913063,1,Happy Mother's Day Mama bear 
1452307,1,@captainbust Hi pretty 
836983,1,"@baitycariem happy birthday again!  ok, habis dah.. back to work! "
1329060,1,@brygentry How about marketing &amp; ad firm ShoutOut 
1343041,1,http://twitpic.com/6nkws - My Edward Cullen 
927016,1,"I am a kind woman who is looking for a man that would give me some good experience... my pics here, http://hottieann.co.cc "
944642,1,i love the day after deadline - it's indecently chilled  if only it was sunny!
913805,1,@eileenfletcher thanks for your follow  just do you own thing + join in with what interests you
857138,1,my message to everyone who just watched our show: i luv u!  -yu-
1411556,1,Testing out features in the premium service. Can't wait to launch this! It's all coming together so nicely 
1532840,1,The Photos in her closet is nice.    -- http://bit.ly/3jygK
886518,1,"Seesmic Desktop is even better with Facebook inside, congrats @loic &amp; team seesmic. Only thing missing now: Seesmic  (via @cingrand)"
1501216,1,watchinq the lakers qame 
1495447,1,@emmaleigh1779 Bethy cracks me up 
801295,1,Good morning my little lovely fairy  My lovely fairy who is flying above goddess of love! Hey goddess watch out!
990575,1,"@rnfjonasstack well.. yeah. it could totally work, y'know  lmfaorofl. you might just have to find some really smart (there is more coming)"
936929,1,@ilovegraphics That reminded me of the movie 'The Nude Bomb'. Hilariously bad!  Love the bikini poster. That art style is exquisite.
1557712,1,@meiliteh Hi meili.. Long time no c.. How's life in UTP? 
1401835,1,Just had Cheesy Pops Meat Lovers at Pizza Hut. It tastes so much better than Viva Lasagna! 
1109098,1,Writing content for our wedding website. 
815274,1,@King_aka_LeakTV lmaooo...hell naw u pushing it..the day manager is a bitch so I can't give free stuff..after 4 I can hook u up 
850061,1,@philbee 
1485963,1,"@TedMurphy If I didn't know what you were talking about, I'd assume you were talking about a 17&quot; long Lead battery, haha. "
1017944,1,@Jason967 I will boy! I will! 
1270142,1,"@Lauruhhpalooza Some stuff was mediocre, and Andy laughed too much.  But it's good to see Conan back   Can we remove Jimmy Fallon now?"
1331706,1,"@stavsxx me too! cool. it's arrive yesterday. i wanted to see it with friends, but they can't come over, so now i will watch it alone "
1137116,1,Church with the parents. 
1259137,1,@edgarronda thanks! 
995630,1,"@iPodiTouchiFon haha, you sound like you might still be asleep, LOL. Do you guys have a blog we can link on our site to help you out?? "
1086901,1,@angiegirl1982 i still watch the boondocks lol and it wasn't a date i just went up there stalking lol he texted me all today though 
1391213,1,"@Mazland haha thanks Maz  should be heaps of fun tomorrow, still a tad nervous."
1577963,1,"@KeziaLyla mre thn 1, so hw much?  4 mybe? i wnna hv 2child, 1st son,n daughter as d 2nd. i hv a name too fo them xDDD LOL"
1068912,1,"@soulglowactivtr I challenge you to a dance off! anytime, any place! I think we both know who would win!    "
1544594,1,Found a new cool fail site! Epicfail  yay
1017130,1,@nickhalstead already seeing it in action 
1459937,1,"soo over him, -.- had a good day today until he decided to wreck it, oh well i dont care. peace and love "
1094080,1,@BrandyWandLover oh okay awesome as-do u like the Backstreet Boys??? 
842070,1,"@zhasper Yeah, I called them in the end  People over machines."
982339,1,Random: My aunt's water broke like an hour ago in England 
1035822,1,Going to meet our lovely graphic designer for a beverage at the Standard. 
1101041,1,@MysteriousMysti i totally agree with you 
1324207,1,@Yamahaboy A neurologic interface...might be tricky for those with a dirty mind  Will send mail to team this afternoon for lunch Fri 12/6
809295,1,Found st thomas'and waiting 
1207821,1,Also discovered that Bar Nights are fun...  was a refreshing weekend...
931564,1,Time to go... Honey.. I will bring u to home 
1378370,1,"@arcel ohyeahyeah!  lahat isama, dali!"
1224819,1,Fashion show was fun!  http://tinypic.com/r/13ymrgy/5
1480084,1,@Wookiesgirl He posted this morning. 
1098778,1,"Beautiful weekend in South Limburg; boats on the river, bells in the air, party this evening, sleep in tomorrow.  The good life "
988384,1,@_krristii mkay! thanks! i'll go check it out!  ugh! so stoked for the album! why can't it be sept. 9th already??? 
1316309,1,"@JessicaKSzohr It's not he who needs to check up what's happening, it's us who want to see what he's doing  Twitter is great PR!"
1036368,1,@RoxyDe...good night lady 
1059468,1,@herbisorbis  I use just a pinch of it in about everything I cook. Though it's especially delicious in baking.
1289862,1,food trip at josh's birthday celebration  wholesome!
1122968,1,"@markhoppus watch out, your tour is gonna double in length if you keep adding second shows. i'd love it and go to both if you did atlanta "
1316098,1,@steven_collins thanks dude! Keep talking bout me  x I've got a call scheduled with a film director tonite! Wish me luck! Have Gr8 day x
1421565,1,bought furniture today! 
1024508,1,Nothing gets you going like Mighty-O in the morning...I feel like I can take on the next hour or so before the sugar crash 
1428984,1,"@jgallo10 aww thanks, yeah, my sis is in her middle school phase and it clashes with my mom's impatience. :/ Things are better, I think. "
1466836,1,is watching ever after 
1173102,1,@JohnFMoore Thank you!  Have a blessed day! Take care! 
1031870,1,"@jennaleigh1113 TMM!!  That's awesome, congrats!  Always wanted to be in that show.  "
1562846,1,Listening to &quot;Unpredictable&quot; by Honor Society 
1420007,1,I feel like I've won an Academy Award!! @LoriMoreno is now following me!!! 
1131376,1,parked on the corner of 52nd and 7th ave for the whole day today. 
1518847,1,"@TheSpeckledOne great. Hey, never be afraid of showing a song beta. I'll see if I can give you any tips on structure and wording. "
1524222,1,@jabula dont watch trueblood s2 leh. wait for me!!!  havent even watch s1 though.  bored of studying. grrrr.
1383463,1,@_spell You are a friendly and helpful bot so you stay... but the rest of the bots must go!  
1521915,1,"bin on vakashun agin. went to indanna dis time. not so fun. unless u like farms. wait... farms = chikn, rigt?!!! omagrosh.. gotta go bak! "
1211473,1,can't wait for cornerstone! 
1214693,1,Sorry really seems to be the hardest word for you. So this is goodbye.  Drama ba? Hahaha. Naaah.
1582684,1,hey @simplynadz! season 2 in the US. but u could watch it on YouTube/sidereel 
901491,1,gonna knit a felted heart toy for mum for Mothers Day. she's so great (not really) she loves anything i give her  luv ya mummy
1129617,1,That was a nice nap... 
1066471,1,"@Jonasbrothers My fave song so far is Fly With Me. it's amazing, like all your songs! "
1366949,1,@Melosmooth2324  Your Welcome!
897515,1,@jwof   I could have saved some money on the walkie talkies my best friend and I bought to talk when we couldn't go outside
1031603,1,new interview with @Official_TJCA right b4 debby's party! http://bit.ly/q1PZV    those girls were so sweet.
958604,1,I own my brother's computer tonight. 
1354993,1,@LeslieIN Sounds lovely! Especially the wine 
866914,1,@OfficialJonah 19 
1322153,1,aah another gorgeous day 
972987,1,Goodday with the rivas sisterss  NOW: movies with my aunt ;)
1486939,1,@girlnumberone just put it into the tweet and I'm pretty sure it shortens it for you! 
1322982,1,Andy Murray out of the French Open   Roger Federer playing today - go Federer go Federer go 
1098516,1,"Hoovered,cleaned both bathrooms, showered and unpacked shopping. Now to sit in the garden with nice cool well deserved drink "
1407794,1,@AU_Girl let him sleep. LOL he can't be late for work. 
960506,1,So this is my first time at church since last month. Woops. Talk to you all after service. 
913533,1,watching 48 hours 
1444904,1,Bww anyone? 
1228756,1,oh school.. why do you pain me so much.. JUNIOR ITIS KILLS.  12 more days until senior year! 
1224443,1,"@Lindascrush Well, it´s ok! &quot;Good morning, Linda&quot; then! "
1167740,1,"@Ludicrousitys anyone else, I'd say yes ... but you ordered a snuggle ... so, no, not at all "
1196567,1,Just spoke to my bro after a 15 year break. Wonderful 
962087,1,argh finally 
1106381,1,good morning! ahh feels so good to sleep in. going to run some beauty errands today 
1328249,1,"Meadow Vista! My home town, its nice to b home  I made it to my dad's house on Meadow Gate Rd. And theres a really nice tree calling m ..."
831665,1,was shown on so you thin k you can dance with my poster  ahhh best night of my life!
1388793,1,HAHAHAHAAAAAAAAAA!!! @mileycyrus THANKYOU THANKYOU THANKYOU! uk tourdatess!! yayyy!! 
880591,1,@evelynalyx No problem! I can do it 
1336355,1,&quot;Everyday&quot; from Rascal Flatts is the song to listen for between noon &amp; 1 for FREE lunch with Curly!!!  Good Luck 
875363,1,@yes_r http://twitpic.com/43fx7 - �y guys u ROCK especially yes-R i  love u sooooo much ure DOPE !!!  Greetings from tangier  Layla
905077,1,@josephadamx3 Have You Watched You Belong With Me?   By My Lovely Sister ) Kiddin.
1260019,1,YAY for @myfriendamy!  Loads of well deserved kudos this week 
987950,1,Twitter on steroids - follow or unfollow made simple  lovin it today  http://tinyurl.com/ppjt2c  -
1199580,1,@sonicnet No.  But that was mostly because a bus was parked in front of it 
832685,1,@andyregan Beautiful! Hoping to make a trip soon 
1599905,1,"@SarahG8s lol i wasnt on about the burns lol i was on about sumone  i know just seen. goin off twitter now gonna talk to sophie,talk later"
1284580,1,Vorn Doolette's debut solo album is fucking gorgeous. Makes my soul all squishy and my eyes all watery  &lt;3 &lt;3
1549943,1,watching the hangover. 
874563,1,"@Wolverine917 Hii, i saw you followed me, and i also see you love WOlverine and x-men, well me too  which movie do you think is best?"
804128,1,@lauracoll eee check you out tweeting! I'm glad it's holliday time too 
997622,1,Woah boy at stage on monday night? I want him playing bass in my room  haxx haxx
1374992,1,"@madoanMan Oh si, madoan en twitter "
1190328,1,HEy HEY MY FOLLOWERS 
1097686,1,"Enjoying sunshine, at last "
1539999,1,"@waldeis http://twitpic.com/7dta0 - You shoot fotos while driving 222?????? (via @happel) yes, but based on safty reasons not over 240! "
968492,1,@g5clive well said 
1036409,1,wave preview up: http://wave.google.com/ 
1051610,1,http://bit.ly/s06Ze via @addthis Floral Field by the Sea...Handpainted by me! 
1468670,1,"@emckinstry nope, I meant ellipsis. Although it's only 2 dots, so what we'd call that I don't know. &amp; pls, pls no more mockumentaries. "
1531087,1,@sparkica go get them! 
981573,1,"@revdal yes, we understand that photos we tweet can be really hard to see for people at work "
850827,1,Twitter Wars: The New Hope  Now I just have to figure out which mac app is the rebel/imperial guard.
1194906,1,good luck @mileycyrus! I hope my votes counted. 
919689,1,"right im off for a shower my little treasures, ill see you later on "
1512811,1,"@shirkinerd hey so I guess if you decide on meeting place/time, just call/text me? looking forward to it if we're still on "
1223325,1,"Quick pit stop at m&amp;s to pick up some lunch, then taking my self &amp; my statement necklace home "
1461868,1,"@_Nanu_  Iphone V4 might have AF :p, there's always something missing that leaves one wanting more "
955910,1,Going down to find some dinner for the wife and me 
1416250,1,@Sole_Sadie FINALLY! it got confirmed! im really happy for you all   i will see them in 10 days 
883877,1,"@melissahoyer Wow, yes you deserve an award "
858064,1,"searching a George, Gina &amp; Lucy Bag!!! I want to have one!!! "
1388153,1,@beckybringhurst I just love having two of my geek worlds collide!  #buffy #DS9
1053028,1,@MelissaPR awww hope you aren't too lonely without me!  how many days until Italy?
1496557,1,@dougiemcfly don't cut your hair! you're better now 
1390128,1,@danifabulous scared of what I am fine 
858685,1,@Kurono ilove this rain i think imma go outside 
1545359,1,Yo! Southpoint here I fuken Come!  
825952,1,@lindawoods The best LOST episodes are the ones about John Locke and the Island itself. 
1266561,1,"@tommcfly You and Dougie are great .. but in different ways. look on the brighter side, you're taller than he  "
992090,1,@fwuzzfwuzz You're welcome. I love languages and want to learn them more 
1373516,1,Sitting at home bored waiting for my bb 2 cum over 
1108742,1,@thetricktolife I LOVEEEEEEEEEEE THIS SONG 
1474651,1,is off to Africa for 2.5 months! Love and miss you all! Please keep me in your prayers! See you in August 
893616,1,@ddlovato how was bamboozle? I absolutely love your sister! She's the best in DH. I'm sure she will follow in ur footsteps and be like u 
829778,1,@stroughtonsmith Done! I look forward to playing it 
1365668,1,needs to buy rugs for the new living room furnitures and bedding sets for the new king size bed 
1575152,1,@LexiePixie: @paulmason10538 Everyone loves you! Right @toosweet4rnr?  He's adorable  -- fuck yeah... See what ya done to me??!
866763,1,@nuttychris doin this and maybe this and some pot washing and then this then drunk.haha lol 
1550656,1,"'Cool! It's raining sideways!' -Todd, my cousin's lunatic husband. "
1492203,1,@Y_soul I sure didn't! Lol. Guess we learn something everyday. Sweet! 
1575298,1,Sean Avery on Jimmy Fallon! Hope those anger management sessions worked out 
810324,1,I feel Parisian in my new dress. 
1216969,1,"second initial branding presentation meeting in a row where the client has signed off an initial concept, both barrels of our design gun! "
1123205,1,Whew! All set up for the shoot. Pizza is on the way. So is my client. 
1315962,1,@crystal Thanks for inventing the following new hashtag that I will attempt to use often.  #stabstabstab
1542479,1,@PainterMommy Thanks  How are you doing? Any baby news?
1316720,1,@MsFamous u don't look skinny to me! I got a 20 piece rite here for u too 
1418462,1,@thatgirlFel tonight. oscar. my power dj buddy  lol
1334395,1,"@kalum_cavazos Hey mate, we are still waiting for the logo. "
1472325,1,"stop your whining or i'LL kick your ass,, ahaha,, ROFL!! XDD smiLe "
1283322,1,"I just got home, but I'll go out again. XD I'll go to Rya's bday "
1553455,1,we have class today right??? hehe 
1321420,1,"Yesss im up, been up for like an hour &amp; a half, for a DAMN good reason  back to sleep til 7am ahhhhhh"
830751,1,"@Adesto i can update twitter AND facebook from TweetDeck, ah another app that encourages lazyness "
1073272,1,"@neilhimself Breathe, and go slowly.  You're winning for a reason, hehe   Many congrats and good luck!"
1097770,1,Everyone give a nice welcom to @sweetbaboo1979 who has a very cute chihuahua pic that looks like my KC 
938199,1,"@JoMaltby Of course I'm only joking, it will be a hellish process just as it is for everyone "
1214330,1,Seriously... freakin' hilarious   http://bit.ly/Kwhw9
824565,1,is creating a TweetDeck column especially  for #coktup tweeps 
1467529,1,"@1capplegate  Buon Giorno. How are you? No rain today in Italy, i'm glad "
1381404,1,i know it is and i will  *Ur*L?F3*L?N3*
1180679,1,@jhs2 damn right 
1351812,1,@MariaJEchelon i saw it! i love it  no prob! ;-)
864457,1,It's #420 am 
805875,1,@dww84 oh - am I overloading?? lol ... sorry .... am liking what ppl have to say tonight  How's you?
983890,1,"shit man, work was a bitch. but now its all good coz im at home in my jim jams "
1487440,1,"we have been having mini fashion show in the office, all outfits ready for CLJW! be @ Liberty London &amp; @ Nicholas James tomorrow  x x"
820361,1,"home from the Park  That was fun, I am now full of mud  DON'T WEAR WHITE TO A PARK!! jus sayin... HUNGRY .. now im eating!"
971140,1,@anthoniaa First plan on the agenda is weekly installments of boxed wine nights 
930866,1,@the404error good i love this type of movie 
1576034,1,iS BORED OUTTA MY MiND..SOMEBODY GET AT ME!! 
1518894,1,"@adent Spíš to chce poštelovat Speed Downloader, mělo by sta�?it vyhradit pro stahování HD filmů jedno jádro... No, nové problémy s netem "
1219059,1,my great niece is crawling 
990742,1,@petshopdad Great! I managed to shorten SPE paper to under 10 pages. Now adding &quot;thus&quot; (my old boss expression) 
1196470,1,"At Busch Gardens with Hubby, babies, nephew and brother- GOOD TIMES "
1492175,1,Oh my god. Everyone keeps calling me. So much for a nice nap. Hi baby! 
1332426,1,"Had a great t-storm early this morning, makes me sleep deeper.  The windows were open so the ionized air came in the house, feels good"
1071688,1,Heading to graduation for Laura. People being douches.  lovely day.
1334787,1,Feeling very confident today! 
1234582,1,"@tommcfly Did you liked the &quot;SORRY GIRLS I ONLY DATE BRAZILIANS&quot; shirt? I looooved meet you in Rio, the BESTEST hug that I ever received "
1336170,1,"@aboslovesyou Hey, it's nice to see you on Twitter! "
1456473,1,segregating almost finished... wireless connection has been set up.  http://plurk.com/p/z1p2f
1287438,1,@mahafreed haha. that's a nice link! 
1331981,1,"@pjakobs I can understand that to a large degree, except I'm afraid of heights  this also requiring the other too:-P"
964141,1,@farre @farre Oopsy! I'm sure Mia appreciated the snack though. 
1027145,1,booked a commercial! pretty stokedd. writing a research paper.. im almost done with my english course!! wahooooo!! 
1117847,1,Just relax n' watching TV. Check out right round 
1115656,1,@metaglyph She should try organic wine.  No sulfites added.  
1416109,1,@Mandyque lol mands  - i tried that one day and got all the colours wrong - gave me a headache 
1285796,1,@k_joy yeah i figured as much  x
1484413,1,@charlieskies i caught him/her 
1163987,1,hahaa..you will not!did you watch SFTW?  i hear u went for dinner on thurs night with anishahow is she??
1234453,1,@KellyMcEwen no idea... I'll just go and check  xx
1180747,1,@i1yboo PERFECT!!! Lol.. oh shit the partys about to start! 
982906,1,@swiffd ur tweets ammuse me  good job lol
1272471,1,@BrisbaneGirl he he ... well i try to be 
1491494,1,Brushing my teeth and having so much fun I never let the water run no I never let the water run. Just learned that song from a 3 year old 
1282086,1,Yay it's over! Time for lucky draw then cabut  cross your fingers for me to win 2 tix to wherever
1529428,1,"@alanwardle My CAP mag dropped through the door this morning, nice work on the cover. Simple, but very cool "
1359583,1,Friday Night...Work haha  
1142239,1,i love my senior dancers... senior showcase was amazing. YOU GUYS ROCK! 
1424705,1,I'm hanging w/ @djbonniedanger and @dominique622...Its all love 
982162,1,@tungrus2003 and I thought my tweets were difficult to understand 
955095,1,@voodoo_girl_ I liked the one who got with her best friends dad. That was a good storyline 
1196360,1,"i really neeeeeeeeeeeed to go to bed! i tried to earlier, but got sucked back in by twittah - how does this happen?! "
965309,1,"gosh, i'm so lazy -.- tonight, i'm gonna have to study for my FINAL and LAST exams "
1304476,1,@Carpediemcymru team uk arent sleeping anymore. we are gonna stock up on redbull and sit here to she talks to us  you with us?
1360797,1,@ibsurd i can always count on you!  with windchill its already -1 and sleeting
1108773,1,@Omgkatie  I just DM'd you.
862105,1,@MrFlinger Don't talk about InNOut! You're making me drool over here. 
1464622,1,@minorityx wait. are we talking about holly from school? she watches bones? AWESOME! I thought only me and jiye watched it 
1113868,1,@paulkukiel I think I'll use CFEclipse as well 
1431722,1,@metrostation Oh hey! Enjoy Manila  How I wish I can go to the concert. You guys are like one of my favorite bands!
1543051,1,Just landed in detroit. Feels good to smell that MI air 
1522799,1,@trishlemons thank you  how's thai
1518755,1,finally opened myself to the truth..^^ happy 
1363277,1,I hope you had the time of your life... testing the slide show for swim. I'm proud 
949877,1,"What a day, Thai food then adventure with sister and cousin "
1336876,1,First year of university: done 
985791,1,Perhaps there's still hope for the world we live in  Mastodon on Letterman! http://ping.fm/GZ0Wv
855258,1,@boagworld Does poor Helen know what she's letting herself in for? Her and 10 rowdy blokes!  (via @ryanhavoc) - 14 actually 
854611,1,@Bubblecrush Added you! 
1151872,1,@derumi The 10.1&quot; Aspire one netbook? it rocks. 
1358341,1,@Brownsview365 thanks for the #FF 
